"nest_id"	"fate"	"date_on"	"date_off"	"TDR_extended"	"TDR_short"	"TDR_tot"	"NR_extended"	"NR_short"	"nest_age"	"number"
"SAND_2016B_kvpe_16_09_31"	"H"	2016-07-16 04:00:00	"2016-07-17 03:59:00"	0	159	159	0	28	17	5
"SAND_2016B_kvpe_16_09_31"	"H"	2016-07-17 04:00:00	"2016-07-18 03:59:00"	0	215	215	0	39	18	5
"SAND_2016B_kvpe_16_09_31"	"H"	2016-07-18 04:00:00	"2016-07-19 03:59:00"	0	285	285	0	40	19	5
"SAND_2016B_kvpe_16_09_31"	"H"	2016-07-19 04:00:00	"2016-07-20 03:59:00"	0	257	257	0	44	20	5
"SAND_2016B_kvpe_16_09_31"	"H"	2016-07-20 04:00:00	"2016-07-21 03:59:00"	0	302	302	0	54	21	5
"SAND_2016B_kvpe_16_13_32"	"A"	2016-07-12 21:00:00	"2016-07-13 20:59:00"	0	316	316	0	24	11	8
"SAND_2016B_kvpe_16_13_32"	"A"	2016-07-13 21:00:00	"2016-07-14 20:59:00"	0	430	430	0	34.5	12	8
"SAND_2016B_kvpe_16_13_32"	"A"	2016-07-14 21:00:00	"2016-07-15 20:59:00"	195	276	471	1	28.5	13	8
"SAND_2016B_kvpe_16_13_32"	"A"	2016-07-15 21:00:00	"2016-07-16 20:59:00"	0	374	374	0	29	14	8
"SAND_2016B_kvpe_16_13_32"	"A"	2016-07-16 21:00:00	"2016-07-17 20:59:00"	251	216	467	1	31	15	8
"SAND_2016B_kvpe_16_13_32"	"A"	2016-07-17 21:00:00	"2016-07-18 20:59:00"	0	356	356	0	45	16	8
"SAND_2016B_kvpe_16_13_32"	"A"	2016-07-18 21:00:00	"2016-07-19 20:59:00"	305	206	511	1	31	17	8
"SAND_2016B_kvpe_16_13_32"	"A"	2016-07-19 21:00:00	"2016-07-20 20:59:00"	320	192	512	1	17	18	8
"SAND_2022B_sand_22_12"	"H"	2022-07-08 16:00:00	"2022-07-09 15:59:00"	0	147	147	0	35.8571428571429	17	4
"SAND_2022B_sand_22_12"	"H"	2022-07-09 16:00:00	"2022-07-10 15:59:00"	0	193	193	0	44.1428571428571	18	4
"SAND_2022B_sand_22_12"	"H"	2022-07-10 16:00:00	"2022-07-11 15:59:00"	0	186	186	0	50.5	19	4
"SAND_2022B_sand_22_12"	"H"	2022-07-11 16:00:00	"2022-07-12 15:59:00"	0	202	202	0	41.5	20	4
"SAND_2022B_sand_22_3"	"H"	2022-06-27 19:00:00	"2022-06-28 18:59:00"	250	318	568	1	16	3	18
"SAND_2022B_sand_22_3"	"H"	2022-06-28 19:00:00	"2022-06-29 18:59:00"	0	313	313	0	26	4	18
"SAND_2022B_sand_22_3"	"H"	2022-06-29 19:00:00	"2022-06-30 18:59:00"	0	314	314	0	42	5	18
"SAND_2022B_sand_22_3"	"H"	2022-06-30 19:00:00	"2022-07-01 18:59:00"	0	374	374	0	44	6	18
"SAND_2022B_sand_22_3"	"H"	2022-07-01 19:00:00	"2022-07-02 18:59:00"	0	456	456	0	33	7	18
"SAND_2022B_sand_22_3"	"H"	2022-07-02 19:00:00	"2022-07-03 18:59:00"	0	392	392	0	49.1666666666667	8	18
"SAND_2022B_sand_22_3"	"H"	2022-07-03 19:00:00	"2022-07-04 18:59:00"	0	338	338	0	41.8333333333333	9	18
"SAND_2022B_sand_22_3"	"H"	2022-07-04 19:00:00	"2022-07-05 18:59:00"	0	431	431	0	43	10	18
"SAND_2022B_sand_22_3"	"H"	2022-07-05 19:00:00	"2022-07-06 18:59:00"	0	294	294	0	42	11	18
"SAND_2022B_sand_22_3"	"H"	2022-07-06 19:00:00	"2022-07-07 18:59:00"	160	288	448	1	34	12	18
"SAND_2022B_sand_22_3"	"H"	2022-07-07 19:00:00	"2022-07-08 18:59:00"	0	350	350	0	32	13	18
"SAND_2022B_sand_22_3"	"H"	2022-07-08 19:00:00	"2022-07-09 18:59:00"	0	541	541	0	37	14	18
"SAND_2022B_sand_22_3"	"H"	2022-07-09 19:00:00	"2022-07-10 18:59:00"	0	410	410	0	56.1818181818182	15	18
"SAND_2022B_sand_22_3"	"H"	2022-07-10 19:00:00	"2022-07-11 18:59:00"	0	374	374	0	40.8181818181818	16	18
"SAND_2022B_sand_22_3"	"H"	2022-07-11 19:00:00	"2022-07-12 18:59:00"	0	305	305	0	40	17	18
"SAND_2022B_sand_22_3"	"H"	2022-07-12 19:00:00	"2022-07-13 18:59:00"	0	284	284	0	41	18	18
"SAND_2022B_sand_22_3"	"H"	2022-07-13 19:00:00	"2022-07-14 18:59:00"	0	296	296	0	55	19	18
"SAND_2022B_sand_22_3"	"H"	2022-07-14 19:00:00	"2022-07-15 18:59:00"	0	212	212	0	39	20	18
"SAND_2021A_BS21_14"	"H"	2021-07-08 00:00:01	"2021-07-08 23:59:00"	403	91	494	1	4	8	14
"SAND_2021A_BS21_14"	"H"	2021-07-09 00:00:01	"2021-07-09 23:59:00"	232	196	428	1	33	9	14
"SAND_2021A_BS21_14"	"H"	2021-07-10 00:00:01	"2021-07-10 23:59:00"	0	343	343	0	44	10	14
"SAND_2021A_BS21_14"	"H"	2021-07-11 00:00:01	"2021-07-11 23:59:00"	363	115	478	1	17	11	14
"SAND_2021A_BS21_14"	"H"	2021-07-12 00:00:01	"2021-07-12 23:59:00"	268	193	461	1	23	12	14
"SAND_2021A_BS21_14"	"H"	2021-07-13 00:00:01	"2021-07-13 23:59:00"	286	136	422	1	17	13	14
"SAND_2021A_BS21_14"	"H"	2021-07-14 00:00:01	"2021-07-14 23:59:00"	346	166	512	1	12	14	14
"SAND_2021A_BS21_14"	"H"	2021-07-15 00:00:01	"2021-07-15 23:59:00"	356	101	457	1	12	15	14
"SAND_2021A_BS21_14"	"H"	2021-07-16 00:00:01	"2021-07-16 23:59:00"	376	157	533	1	25	16	14
"SAND_2021A_BS21_14"	"H"	2021-07-17 00:00:01	"2021-07-17 23:59:00"	0	287	287	0	33	17	14
"SAND_2021A_BS21_14"	"H"	2021-07-18 00:00:01	"2021-07-18 23:59:00"	634	61	695	1	11	18	14
"SAND_2021A_BS21_14"	"H"	2021-07-19 00:00:01	"2021-07-19 23:59:00"	466	256	722	1	30	19	14
"SAND_2021A_BS21_14"	"H"	2021-07-20 00:00:01	"2021-07-20 23:59:00"	167	275	442	1	34	20	14
"SAND_2021A_BS21_14"	"H"	2021-07-21 00:00:01	"2021-07-21 23:59:00"	0	349	349	0	57	21	14
